image_id,class_id,class_name,image_path
ILSVRC2012_val_00015160,234,Rottweiler,imagenet\raw\ILSVRC2012_val_00015160.JPEG
ILSVRC2012_val_00015181,333,hamster,imagenet\raw\ILSVRC2012_val_00015181.JPEG
ILSVRC2012_val_00015195,17,jay,imagenet\raw\ILSVRC2012_val_00015195.JPEG
ILSVRC2012_val_00015223,10,brambling,imagenet\raw\ILSVRC2012_val_00015223.JPEG
ILSVRC2012_val_00015307,214,Gordon_setter,imagenet\raw\ILSVRC2012_val_00015307.JPEG
ILSVRC2012_val_00015324,87,African_grey,imagenet\raw\ILSVRC2012_val_00015324.JPEG
ILSVRC2012_val_00015358,183,Kerry_blue_terrier,imagenet\raw\ILSVRC2012_val_00015358.JPEG
ILSVRC2012_val_00015605,274,dhole,imagenet\raw\ILSVRC2012_val_00015605.JPEG
ILSVRC2012_val_00015607,192,cairn,imagenet\raw\ILSVRC2012_val_00015607.JPEG
ILSVRC2012_val_00015653,967,espresso,imagenet\raw\ILSVRC2012_val_00015653.JPEG
ILSVRC2012_val_00015674,417,balloon,imagenet\raw\ILSVRC2012_val_00015674.JPEG
ILSVRC2012_val_00015690,91,coucal,imagenet\raw\ILSVRC2012_val_00015690.JPEG
ILSVRC2012_val_00015739,91,coucal,imagenet\raw\ILSVRC2012_val_00015739.JPEG
ILSVRC2012_val_00015802,304,leaf_beetle,imagenet\raw\ILSVRC2012_val_00015802.JPEG
ILSVRC2012_val_00015821,273,dingo,imagenet\raw\ILSVRC2012_val_00015821.JPEG
ILSVRC2012_val_00015824,532,dining_table,imagenet\raw\ILSVRC2012_val_00015824.JPEG
ILSVRC2012_val_00015888,274,dhole,imagenet\raw\ILSVRC2012_val_00015888.JPEG
ILSVRC2012_val_00015908,140,red-backed_sandpiper,imagenet\raw\ILSVRC2012_val_00015908.JPEG
ILSVRC2012_val_00015926,373,macaque,imagenet\raw\ILSVRC2012_val_00015926.JPEG
ILSVRC2012_val_00015975,301,ladybug,imagenet\raw\ILSVRC2012_val_00015975.JPEG
ILSVRC2012_val_00015981,43,frilled_lizard,imagenet\raw\ILSVRC2012_val_00015981.JPEG
ILSVRC2012_val_00016006,732,Polaroid_camera,imagenet\raw\ILSVRC2012_val_00016006.JPEG
ILSVRC2012_val_00016067,358,polecat,imagenet\raw\ILSVRC2012_val_00016067.JPEG
ILSVRC2012_val_00016076,200,Tibetan_terrier,imagenet\raw\ILSVRC2012_val_00016076.JPEG
ILSVRC2012_val_00016092,224,groenendael,imagenet\raw\ILSVRC2012_val_00016092.JPEG
ILSVRC2012_val_00016104,270,white_wolf,imagenet\raw\ILSVRC2012_val_00016104.JPEG
ILSVRC2012_val_00016148,208,Labrador_retriever,imagenet\raw\ILSVRC2012_val_00016148.JPEG
ILSVRC2012_val_00016157,237,miniature_pinscher,imagenet\raw\ILSVRC2012_val_00016157.JPEG
ILSVRC2012_val_00016245,153,Maltese_dog,imagenet\raw\ILSVRC2012_val_00016245.JPEG
ILSVRC2012_val_00016254,278,kit_fox,imagenet\raw\ILSVRC2012_val_00016254.JPEG
ILSVRC2012_val_00016277,358,polecat,imagenet\raw\ILSVRC2012_val_00016277.JPEG
ILSVRC2012_val_00016552,203,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00016552.JPEG
ILSVRC2012_val_00016631,97,drake,imagenet\raw\ILSVRC2012_val_00016631.JPEG
ILSVRC2012_val_00016684,131,little_blue_heron,imagenet\raw\ILSVRC2012_val_00016684.JPEG
ILSVRC2012_val_00016929,139,ruddy_turnstone,imagenet\raw\ILSVRC2012_val_00016929.JPEG
ILSVRC2012_val_00016973,187,Yorkshire_terrier,imagenet\raw\ILSVRC2012_val_00016973.JPEG
ILSVRC2012_val_00017104,219,cocker_spaniel,imagenet\raw\ILSVRC2012_val_00017104.JPEG
ILSVRC2012_val_00017222,37,box_turtle,imagenet\raw\ILSVRC2012_val_00017222.JPEG
ILSVRC2012_val_00017313,273,dingo,imagenet\raw\ILSVRC2012_val_00017313.JPEG
ILSVRC2012_val_00017495,256,Newfoundland,imagenet\raw\ILSVRC2012_val_00017495.JPEG
ILSVRC2012_val_00017759,80,black_grouse,imagenet\raw\ILSVRC2012_val_00017759.JPEG
ILSVRC2012_val_00017964,187,Yorkshire_terrier,imagenet\raw\ILSVRC2012_val_00017964.JPEG
ILSVRC2012_val_00018131,375,colobus,imagenet\raw\ILSVRC2012_val_00018131.JPEG
ILSVRC2012_val_00018145,16,bulbul,imagenet\raw\ILSVRC2012_val_00018145.JPEG
ILSVRC2012_val_00018183,18,magpie,imagenet\raw\ILSVRC2012_val_00018183.JPEG
ILSVRC2012_val_00018480,162,beagle,imagenet\raw\ILSVRC2012_val_00018480.JPEG
ILSVRC2012_val_00018890,185,Norfolk_terrier,imagenet\raw\ILSVRC2012_val_00018890.JPEG
ILSVRC2012_val_00018991,127,white_stork,imagenet\raw\ILSVRC2012_val_00018991.JPEG
ILSVRC2012_val_00019024,95,jacamar,imagenet\raw\ILSVRC2012_val_00019024.JPEG
ILSVRC2012_val_00019041,183,Kerry_blue_terrier,imagenet\raw\ILSVRC2012_val_00019041.JPEG
ILSVRC2012_val_00019153,239,Bernese_mountain_dog,imagenet\raw\ILSVRC2012_val_00019153.JPEG
ILSVRC2012_val_00019344,349,bighorn,imagenet\raw\ILSVRC2012_val_00019344.JPEG
ILSVRC2012_val_00019744,11,goldfinch,imagenet\raw\ILSVRC2012_val_00019744.JPEG
ILSVRC2012_val_00019821,214,Gordon_setter,imagenet\raw\ILSVRC2012_val_00019821.JPEG
ILSVRC2012_val_00020015,251,dalmatian,imagenet\raw\ILSVRC2012_val_00020015.JPEG
ILSVRC2012_val_00020132,222,kuvasz,imagenet\raw\ILSVRC2012_val_00020132.JPEG
ILSVRC2012_val_00020173,212,English_setter,imagenet\raw\ILSVRC2012_val_00020173.JPEG
ILSVRC2012_val_00020205,142,dowitcher,imagenet\raw\ILSVRC2012_val_00020205.JPEG
ILSVRC2012_val_00020225,277,red_fox,imagenet\raw\ILSVRC2012_val_00020225.JPEG
ILSVRC2012_val_00020375,170,Irish_wolfhound,imagenet\raw\ILSVRC2012_val_00020375.JPEG
ILSVRC2012_val_00020460,161,basset,imagenet\raw\ILSVRC2012_val_00020460.JPEG
ILSVRC2012_val_00020610,15,robin,imagenet\raw\ILSVRC2012_val_00020610.JPEG
ILSVRC2012_val_00020786,249,malamute,imagenet\raw\ILSVRC2012_val_00020786.JPEG
ILSVRC2012_val_00020916,30,bullfrog,imagenet\raw\ILSVRC2012_val_00020916.JPEG
ILSVRC2012_val_00021281,94,hummingbird,imagenet\raw\ILSVRC2012_val_00021281.JPEG
ILSVRC2012_val_00021340,434,bath_towel,imagenet\raw\ILSVRC2012_val_00021340.JPEG
ILSVRC2012_val_00021365,159,Rhodesian_ridgeback,imagenet\raw\ILSVRC2012_val_00021365.JPEG
ILSVRC2012_val_00021599,197,giant_schnauzer,imagenet\raw\ILSVRC2012_val_00021599.JPEG
ILSVRC2012_val_00021624,346,water_buffalo,imagenet\raw\ILSVRC2012_val_00021624.JPEG
ILSVRC2012_val_00021744,248,Eskimo_dog,imagenet\raw\ILSVRC2012_val_00021744.JPEG
ILSVRC2012_val_00022142,235,German_shepherd,imagenet\raw\ILSVRC2012_val_00022142.JPEG
ILSVRC2012_val_00022283,280,grey_fox,imagenet\raw\ILSVRC2012_val_00022283.JPEG
ILSVRC2012_val_00022367,210,German_short-haired_pointer,imagenet\raw\ILSVRC2012_val_00022367.JPEG
ILSVRC2012_val_00022503,437,beacon,imagenet\raw\ILSVRC2012_val_00022503.JPEG
ILSVRC2012_val_00022505,17,jay,imagenet\raw\ILSVRC2012_val_00022505.JPEG
ILSVRC2012_val_00022725,260,chow,imagenet\raw\ILSVRC2012_val_00022725.JPEG
ILSVRC2012_val_00022843,233,Bouvier_des_Flandres,imagenet\raw\ILSVRC2012_val_00022843.JPEG
ILSVRC2012_val_00022856,198,standard_schnauzer,imagenet\raw\ILSVRC2012_val_00022856.JPEG
ILSVRC2012_val_00023164,192,cairn,imagenet\raw\ILSVRC2012_val_00023164.JPEG
ILSVRC2012_val_00023218,196,miniature_schnauzer,imagenet\raw\ILSVRC2012_val_00023218.JPEG
ILSVRC2012_val_00023289,225,malinois,imagenet\raw\ILSVRC2012_val_00023289.JPEG
ILSVRC2012_val_00023347,89,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00023347.JPEG
ILSVRC2012_val_00023528,180,American_Staffordshire_terrier,imagenet\raw\ILSVRC2012_val_00023528.JPEG
ILSVRC2012_val_00023543,254,pug,imagenet\raw\ILSVRC2012_val_00023543.JPEG
ILSVRC2012_val_00023546,263,Pembroke,imagenet\raw\ILSVRC2012_val_00023546.JPEG
ILSVRC2012_val_00023634,206,curly-coated_retriever,imagenet\raw\ILSVRC2012_val_00023634.JPEG
ILSVRC2012_val_00023695,136,European_gallinule,imagenet\raw\ILSVRC2012_val_00023695.JPEG
ILSVRC2012_val_00024012,19,chickadee,imagenet\raw\ILSVRC2012_val_00024012.JPEG
ILSVRC2012_val_00024040,84,peacock,imagenet\raw\ILSVRC2012_val_00024040.JPEG
ILSVRC2012_val_00024090,163,bloodhound,imagenet\raw\ILSVRC2012_val_00024090.JPEG
ILSVRC2012_val_00024178,196,miniature_schnauzer,imagenet\raw\ILSVRC2012_val_00024178.JPEG
ILSVRC2012_val_00024185,279,Arctic_fox,imagenet\raw\ILSVRC2012_val_00024185.JPEG
ILSVRC2012_val_00024239,356,weasel,imagenet\raw\ILSVRC2012_val_00024239.JPEG
ILSVRC2012_val_00024635,138,bustard,imagenet\raw\ILSVRC2012_val_00024635.JPEG
ILSVRC2012_val_00024637,203,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00024637.JPEG
ILSVRC2012_val_00024740,137,American_coot,imagenet\raw\ILSVRC2012_val_00024740.JPEG
ILSVRC2012_val_00024846,730,plow,imagenet\raw\ILSVRC2012_val_00024846.JPEG
ILSVRC2012_val_00025151,11,goldfinch,imagenet\raw\ILSVRC2012_val_00025151.JPEG
ILSVRC2012_val_00025180,243,bull_mastiff,imagenet\raw\ILSVRC2012_val_00025180.JPEG
ILSVRC2012_val_00025539,161,basset,imagenet\raw\ILSVRC2012_val_00025539.JPEG
ILSVRC2012_val_00025549,216,clumber,imagenet\raw\ILSVRC2012_val_00025549.JPEG
ILSVRC2012_val_00025660,221,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00025660.JPEG
ILSVRC2012_val_00025665,270,white_wolf,imagenet\raw\ILSVRC2012_val_00025665.JPEG
ILSVRC2012_val_00025928,94,hummingbird,imagenet\raw\ILSVRC2012_val_00025928.JPEG
ILSVRC2012_val_00026173,355,llama,imagenet\raw\ILSVRC2012_val_00026173.JPEG
ILSVRC2012_val_00026202,35,mud_turtle,imagenet\raw\ILSVRC2012_val_00026202.JPEG
ILSVRC2012_val_00026228,272,coyote,imagenet\raw\ILSVRC2012_val_00026228.JPEG
ILSVRC2012_val_00026958,332,Angora,imagenet\raw\ILSVRC2012_val_00026958.JPEG
ILSVRC2012_val_00026967,98,red-breasted_merganser,imagenet\raw\ILSVRC2012_val_00026967.JPEG
ILSVRC2012_val_00027064,229,Old_English_sheepdog,imagenet\raw\ILSVRC2012_val_00027064.JPEG
ILSVRC2012_val_00027810,176,Saluki,imagenet\raw\ILSVRC2012_val_00027810.JPEG
ILSVRC2012_val_00027996,137,American_coot,imagenet\raw\ILSVRC2012_val_00027996.JPEG
ILSVRC2012_val_00028429,157,papillon,imagenet\raw\ILSVRC2012_val_00028429.JPEG
ILSVRC2012_val_00028521,21,kite,imagenet\raw\ILSVRC2012_val_00028521.JPEG
ILSVRC2012_val_00028600,80,black_grouse,imagenet\raw\ILSVRC2012_val_00028600.JPEG
ILSVRC2012_val_00028766,199,Scotch_terrier,imagenet\raw\ILSVRC2012_val_00028766.JPEG
ILSVRC2012_val_00028801,94,hummingbird,imagenet\raw\ILSVRC2012_val_00028801.JPEG
ILSVRC2012_val_00028892,203,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00028892.JPEG
ILSVRC2012_val_00028920,133,bittern,imagenet\raw\ILSVRC2012_val_00028920.JPEG
ILSVRC2012_val_00028945,203,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00028945.JPEG
ILSVRC2012_val_00029024,202,soft-coated_wheaten_terrier,imagenet\raw\ILSVRC2012_val_00029024.JPEG
ILSVRC2012_val_00029223,146,albatross,imagenet\raw\ILSVRC2012_val_00029223.JPEG
ILSVRC2012_val_00029262,152,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00029262.JPEG
ILSVRC2012_val_00029861,160,Afghan_hound,imagenet\raw\ILSVRC2012_val_00029861.JPEG
ILSVRC2012_val_00029875,143,oystercatcher,imagenet\raw\ILSVRC2012_val_00029875.JPEG
ILSVRC2012_val_00029916,329,sea_cucumber,imagenet\raw\ILSVRC2012_val_00029916.JPEG
ILSVRC2012_val_00029970,242,boxer,imagenet\raw\ILSVRC2012_val_00029970.JPEG
ILSVRC2012_val_00030035,47,African_chameleon,imagenet\raw\ILSVRC2012_val_00030035.JPEG
ILSVRC2012_val_00030049,127,white_stork,imagenet\raw\ILSVRC2012_val_00030049.JPEG
ILSVRC2012_val_00030087,214,Gordon_setter,imagenet\raw\ILSVRC2012_val_00030087.JPEG
ILSVRC2012_val_00030196,213,Irish_setter,imagenet\raw\ILSVRC2012_val_00030196.JPEG
ILSVRC2012_val_00030199,191,Airedale,imagenet\raw\ILSVRC2012_val_00030199.JPEG
ILSVRC2012_val_00030200,229,Old_English_sheepdog,imagenet\raw\ILSVRC2012_val_00030200.JPEG
ILSVRC2012_val_00030213,198,standard_schnauzer,imagenet\raw\ILSVRC2012_val_00030213.JPEG
ILSVRC2012_val_00030377,190,Sealyham_terrier,imagenet\raw\ILSVRC2012_val_00030377.JPEG
ILSVRC2012_val_00030527,221,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00030527.JPEG
ILSVRC2012_val_00030571,139,ruddy_turnstone,imagenet\raw\ILSVRC2012_val_00030571.JPEG
ILSVRC2012_val_00030734,89,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00030734.JPEG
ILSVRC2012_val_00030940,131,little_blue_heron,imagenet\raw\ILSVRC2012_val_00030940.JPEG
ILSVRC2012_val_00031006,265,toy_poodle,imagenet\raw\ILSVRC2012_val_00031006.JPEG
ILSVRC2012_val_00031145,263,Pembroke,imagenet\raw\ILSVRC2012_val_00031145.JPEG
ILSVRC2012_val_00031295,237,miniature_pinscher,imagenet\raw\ILSVRC2012_val_00031295.JPEG
ILSVRC2012_val_00031395,199,Scotch_terrier,imagenet\raw\ILSVRC2012_val_00031395.JPEG
ILSVRC2012_val_00031718,235,German_shepherd,imagenet\raw\ILSVRC2012_val_00031718.JPEG
ILSVRC2012_val_00032985,94,hummingbird,imagenet\raw\ILSVRC2012_val_00032985.JPEG
ILSVRC2012_val_00032995,235,German_shepherd,imagenet\raw\ILSVRC2012_val_00032995.JPEG
ILSVRC2012_val_00033200,152,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00033200.JPEG
ILSVRC2012_val_00033235,386,African_elephant,imagenet\raw\ILSVRC2012_val_00033235.JPEG
ILSVRC2012_val_00033343,975,lakeside,imagenet\raw\ILSVRC2012_val_00033343.JPEG
ILSVRC2012_val_00033437,27,eft,imagenet\raw\ILSVRC2012_val_00033437.JPEG
ILSVRC2012_val_00033479,89,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00033479.JPEG
ILSVRC2012_val_00033530,158,toy_terrier,imagenet\raw\ILSVRC2012_val_00033530.JPEG
ILSVRC2012_val_00033553,241,EntleBucher,imagenet\raw\ILSVRC2012_val_00033553.JPEG
ILSVRC2012_val_00033911,271,red_wolf,imagenet\raw\ILSVRC2012_val_00033911.JPEG
ILSVRC2012_val_00034040,152,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00034040.JPEG
ILSVRC2012_val_00034049,192,cairn,imagenet\raw\ILSVRC2012_val_00034049.JPEG
ILSVRC2012_val_00034141,647,measuring_cup,imagenet\raw\ILSVRC2012_val_00034141.JPEG
ILSVRC2012_val_00034515,81,ptarmigan,imagenet\raw\ILSVRC2012_val_00034515.JPEG
ILSVRC2012_val_00034676,281,tabby,imagenet\raw\ILSVRC2012_val_00034676.JPEG
ILSVRC2012_val_00035473,192,cairn,imagenet\raw\ILSVRC2012_val_00035473.JPEG
ILSVRC2012_val_00035844,194,Dandie_Dinmont,imagenet\raw\ILSVRC2012_val_00035844.JPEG
ILSVRC2012_val_00036284,12,house_finch,imagenet\raw\ILSVRC2012_val_00036284.JPEG
ILSVRC2012_val_00036563,186,Norwich_terrier,imagenet\raw\ILSVRC2012_val_00036563.JPEG
ILSVRC2012_val_00036664,218,Welsh_springer_spaniel,imagenet\raw\ILSVRC2012_val_00036664.JPEG
ILSVRC2012_val_00037075,231,collie,imagenet\raw\ILSVRC2012_val_00037075.JPEG
ILSVRC2012_val_00037116,10,brambling,imagenet\raw\ILSVRC2012_val_00037116.JPEG
ILSVRC2012_val_00037328,19,chickadee,imagenet\raw\ILSVRC2012_val_00037328.JPEG
ILSVRC2012_val_00038443,94,hummingbird,imagenet\raw\ILSVRC2012_val_00038443.JPEG
ILSVRC2012_val_00038615,128,black_stork,imagenet\raw\ILSVRC2012_val_00038615.JPEG
ILSVRC2012_val_00038697,301,ladybug,imagenet\raw\ILSVRC2012_val_00038697.JPEG
ILSVRC2012_val_00038794,13,junco,imagenet\raw\ILSVRC2012_val_00038794.JPEG
ILSVRC2012_val_00038814,228,komondor,imagenet\raw\ILSVRC2012_val_00038814.JPEG
ILSVRC2012_val_00038926,188,wire-haired_fox_terrier,imagenet\raw\ILSVRC2012_val_00038926.JPEG
ILSVRC2012_val_00038981,144,pelican,imagenet\raw\ILSVRC2012_val_00038981.JPEG
ILSVRC2012_val_00039247,166,Walker_hound,imagenet\raw\ILSVRC2012_val_00039247.JPEG
ILSVRC2012_val_00039743,179,Staffordshire_bullterrier,imagenet\raw\ILSVRC2012_val_00039743.JPEG
ILSVRC2012_val_00039761,231,collie,imagenet\raw\ILSVRC2012_val_00039761.JPEG
ILSVRC2012_val_00040286,224,groenendael,imagenet\raw\ILSVRC2012_val_00040286.JPEG
ILSVRC2012_val_00040524,86,partridge,imagenet\raw\ILSVRC2012_val_00040524.JPEG
ILSVRC2012_val_00040618,226,briard,imagenet\raw\ILSVRC2012_val_00040618.JPEG
ILSVRC2012_val_00040903,20,water_ouzel,imagenet\raw\ILSVRC2012_val_00040903.JPEG
ILSVRC2012_val_00040937,211,vizsla,imagenet\raw\ILSVRC2012_val_00040937.JPEG
ILSVRC2012_val_00041152,15,robin,imagenet\raw\ILSVRC2012_val_00041152.JPEG
ILSVRC2012_val_00041288,81,ptarmigan,imagenet\raw\ILSVRC2012_val_00041288.JPEG
ILSVRC2012_val_00041836,11,goldfinch,imagenet\raw\ILSVRC2012_val_00041836.JPEG
ILSVRC2012_val_00043201,152,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00043201.JPEG
ILSVRC2012_val_00043307,128,black_stork,imagenet\raw\ILSVRC2012_val_00043307.JPEG
ILSVRC2012_val_00043388,168,redbone,imagenet\raw\ILSVRC2012_val_00043388.JPEG
ILSVRC2012_val_00043520,803,snowplow,imagenet\raw\ILSVRC2012_val_00043520.JPEG
ILSVRC2012_val_00043534,236,Doberman,imagenet\raw\ILSVRC2012_val_00043534.JPEG
ILSVRC2012_val_00043538,228,komondor,imagenet\raw\ILSVRC2012_val_00043538.JPEG
ILSVRC2012_val_00043633,85,quail,imagenet\raw\ILSVRC2012_val_00043633.JPEG
ILSVRC2012_val_00043727,222,kuvasz,imagenet\raw\ILSVRC2012_val_00043727.JPEG
ILSVRC2012_val_00043779,22,bald_eagle,imagenet\raw\ILSVRC2012_val_00043779.JPEG
ILSVRC2012_val_00043823,83,prairie_chicken,imagenet\raw\ILSVRC2012_val_00043823.JPEG
ILSVRC2012_val_00044238,98,red-breasted_merganser,imagenet\raw\ILSVRC2012_val_00044238.JPEG
ILSVRC2012_val_00044387,221,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00044387.JPEG
ILSVRC2012_val_00044453,201,silky_terrier,imagenet\raw\ILSVRC2012_val_00044453.JPEG
ILSVRC2012_val_00044507,18,magpie,imagenet\raw\ILSVRC2012_val_00044507.JPEG
ILSVRC2012_val_00044513,166,Walker_hound,imagenet\raw\ILSVRC2012_val_00044513.JPEG
ILSVRC2012_val_00044646,334,porcupine,imagenet\raw\ILSVRC2012_val_00044646.JPEG
ILSVRC2012_val_00044836,119,rock_crab,imagenet\raw\ILSVRC2012_val_00044836.JPEG
ILSVRC2012_val_00045151,208,Labrador_retriever,imagenet\raw\ILSVRC2012_val_00045151.JPEG
ILSVRC2012_val_00045743,80,black_grouse,imagenet\raw\ILSVRC2012_val_00045743.JPEG
ILSVRC2012_val_00045961,270,white_wolf,imagenet\raw\ILSVRC2012_val_00045961.JPEG
ILSVRC2012_val_00046420,169,borzoi,imagenet\raw\ILSVRC2012_val_00046420.JPEG
ILSVRC2012_val_00046462,143,oystercatcher,imagenet\raw\ILSVRC2012_val_00046462.JPEG
ILSVRC2012_val_00046768,249,malamute,imagenet\raw\ILSVRC2012_val_00046768.JPEG
ILSVRC2012_val_00047153,133,bittern,imagenet\raw\ILSVRC2012_val_00047153.JPEG
ILSVRC2012_val_00047333,13,junco,imagenet\raw\ILSVRC2012_val_00047333.JPEG
ILSVRC2012_val_00047509,135,limpkin,imagenet\raw\ILSVRC2012_val_00047509.JPEG
ILSVRC2012_val_00048436,262,Brabancon_griffon,imagenet\raw\ILSVRC2012_val_00048436.JPEG
ILSVRC2012_val_00048575,138,bustard,imagenet\raw\ILSVRC2012_val_00048575.JPEG
ILSVRC2012_val_00048627,222,kuvasz,imagenet\raw\ILSVRC2012_val_00048627.JPEG
ILSVRC2012_val_00048640,134,crane,imagenet\raw\ILSVRC2012_val_00048640.JPEG
ILSVRC2012_val_00048710,11,goldfinch,imagenet\raw\ILSVRC2012_val_00048710.JPEG
ILSVRC2012_val_00048894,304,leaf_beetle,imagenet\raw\ILSVRC2012_val_00048894.JPEG
ILSVRC2012_val_00048908,128,black_stork,imagenet\raw\ILSVRC2012_val_00048908.JPEG
ILSVRC2012_val_00048940,296,ice_bear,imagenet\raw\ILSVRC2012_val_00048940.JPEG
ILSVRC2012_val_00049021,700,paper_towel,imagenet\raw\ILSVRC2012_val_00049021.JPEG
ILSVRC2012_val_00049131,517,crane,imagenet\raw\ILSVRC2012_val_00049131.JPEG
ILSVRC2012_val_00049217,105,koala,imagenet\raw\ILSVRC2012_val_00049217.JPEG
ILSVRC2012_val_00049721,437,beacon,imagenet\raw\ILSVRC2012_val_00049721.JPEG
ILSVRC2012_val_00049822,294,brown_bear,imagenet\raw\ILSVRC2012_val_00049822.JPEG
ILSVRC2012_val_00049886,277,red_fox,imagenet\raw\ILSVRC2012_val_00049886.JPEG
ILSVRC2012_val_00049942,232,Border_collie,imagenet\raw\ILSVRC2012_val_00049942.JPEG
