image_id,dataset,class_id,class_name,image_path,split,bbox_x1y1x2y2
ILSVRC2012_val_00013689,imagenet,103.0,platypus,imagenet\raw\ILSVRC2012_val_00013689.JPEG,eval,
ILSVRC2012_val_00013784,imagenet,676.0,muzzle,imagenet\raw\ILSVRC2012_val_00013784.JPEG,eval,
ILSVRC2012_val_00013800,imagenet,160.0,Afghan_hound,imagenet\raw\ILSVRC2012_val_00013800.JPEG,eval,
ILSVRC2012_val_00013808,imagenet,141.0,redshank,imagenet\raw\ILSVRC2012_val_00013808.JPEG,eval,
ILSVRC2012_val_00013993,imagenet,609.0,jeep,imagenet\raw\ILSVRC2012_val_00013993.JPEG,eval,
ILSVRC2012_val_00014005,imagenet,134.0,crane,imagenet\raw\ILSVRC2012_val_00014005.JPEG,eval,
ILSVRC2012_val_00014108,imagenet,13.0,junco,imagenet\raw\ILSVRC2012_val_00014108.JPEG,eval,
ILSVRC2012_val_00014391,imagenet,361.0,skunk,imagenet\raw\ILSVRC2012_val_00014391.JPEG,eval,
ILSVRC2012_val_00014403,imagenet,260.0,chow,imagenet\raw\ILSVRC2012_val_00014403.JPEG,eval,
ILSVRC2012_val_00014450,imagenet,143.0,oystercatcher,imagenet\raw\ILSVRC2012_val_00014450.JPEG,eval,
ILSVRC2012_val_00014505,imagenet,369.0,siamang,imagenet\raw\ILSVRC2012_val_00014505.JPEG,eval,
ILSVRC2012_val_00014730,imagenet,182.0,Border_terrier,imagenet\raw\ILSVRC2012_val_00014730.JPEG,eval,
ILSVRC2012_val_00014779,imagenet,215.0,Brittany_spaniel,imagenet\raw\ILSVRC2012_val_00014779.JPEG,eval,
ILSVRC2012_val_00014806,imagenet,384.0,indri,imagenet\raw\ILSVRC2012_val_00014806.JPEG,eval,
ILSVRC2012_val_00014909,imagenet,324.0,cabbage_butterfly,imagenet\raw\ILSVRC2012_val_00014909.JPEG,eval,
ILSVRC2012_val_00014940,imagenet,371.0,patas,imagenet\raw\ILSVRC2012_val_00014940.JPEG,eval,
ILSVRC2012_val_00015124,imagenet,340.0,zebra,imagenet\raw\ILSVRC2012_val_00015124.JPEG,eval,
ILSVRC2012_val_00015128,imagenet,279.0,Arctic_fox,imagenet\raw\ILSVRC2012_val_00015128.JPEG,eval,
ILSVRC2012_val_00015135,imagenet,202.0,soft-coated_wheaten_terrier,imagenet\raw\ILSVRC2012_val_00015135.JPEG,eval,
ILSVRC2012_val_00015139,imagenet,4.0,hammerhead,imagenet\raw\ILSVRC2012_val_00015139.JPEG,eval,
ILSVRC2012_val_00015141,imagenet,72.0,black_and_gold_garden_spider,imagenet\raw\ILSVRC2012_val_00015141.JPEG,eval,
ILSVRC2012_val_00015152,imagenet,192.0,cairn,imagenet\raw\ILSVRC2012_val_00015152.JPEG,eval,
ILSVRC2012_val_00015181,imagenet,333.0,hamster,imagenet\raw\ILSVRC2012_val_00015181.JPEG,eval,
ILSVRC2012_val_00015195,imagenet,17.0,jay,imagenet\raw\ILSVRC2012_val_00015195.JPEG,eval,
ILSVRC2012_val_00015223,imagenet,10.0,brambling,imagenet\raw\ILSVRC2012_val_00015223.JPEG,eval,
ILSVRC2012_val_00015307,imagenet,214.0,Gordon_setter,imagenet\raw\ILSVRC2012_val_00015307.JPEG,eval,
ILSVRC2012_val_00015324,imagenet,87.0,African_grey,imagenet\raw\ILSVRC2012_val_00015324.JPEG,eval,
ILSVRC2012_val_00015358,imagenet,183.0,Kerry_blue_terrier,imagenet\raw\ILSVRC2012_val_00015358.JPEG,eval,
ILSVRC2012_val_00015605,imagenet,274.0,dhole,imagenet\raw\ILSVRC2012_val_00015605.JPEG,eval,
ILSVRC2012_val_00015607,imagenet,192.0,cairn,imagenet\raw\ILSVRC2012_val_00015607.JPEG,eval,
ILSVRC2012_val_00015653,imagenet,967.0,espresso,imagenet\raw\ILSVRC2012_val_00015653.JPEG,eval,
ILSVRC2012_val_00015674,imagenet,417.0,balloon,imagenet\raw\ILSVRC2012_val_00015674.JPEG,eval,
ILSVRC2012_val_00015690,imagenet,91.0,coucal,imagenet\raw\ILSVRC2012_val_00015690.JPEG,eval,
ILSVRC2012_val_00015739,imagenet,91.0,coucal,imagenet\raw\ILSVRC2012_val_00015739.JPEG,eval,
ILSVRC2012_val_00015802,imagenet,304.0,leaf_beetle,imagenet\raw\ILSVRC2012_val_00015802.JPEG,eval,
ILSVRC2012_val_00015821,imagenet,273.0,dingo,imagenet\raw\ILSVRC2012_val_00015821.JPEG,eval,
ILSVRC2012_val_00015824,imagenet,532.0,dining_table,imagenet\raw\ILSVRC2012_val_00015824.JPEG,eval,
ILSVRC2012_val_00015888,imagenet,274.0,dhole,imagenet\raw\ILSVRC2012_val_00015888.JPEG,eval,
ILSVRC2012_val_00015908,imagenet,140.0,red-backed_sandpiper,imagenet\raw\ILSVRC2012_val_00015908.JPEG,eval,
ILSVRC2012_val_00015975,imagenet,301.0,ladybug,imagenet\raw\ILSVRC2012_val_00015975.JPEG,eval,
ILSVRC2012_val_00015981,imagenet,43.0,frilled_lizard,imagenet\raw\ILSVRC2012_val_00015981.JPEG,eval,
ILSVRC2012_val_00016067,imagenet,358.0,polecat,imagenet\raw\ILSVRC2012_val_00016067.JPEG,eval,
ILSVRC2012_val_00016076,imagenet,200.0,Tibetan_terrier,imagenet\raw\ILSVRC2012_val_00016076.JPEG,eval,
ILSVRC2012_val_00016092,imagenet,224.0,groenendael,imagenet\raw\ILSVRC2012_val_00016092.JPEG,eval,
ILSVRC2012_val_00016104,imagenet,270.0,white_wolf,imagenet\raw\ILSVRC2012_val_00016104.JPEG,eval,
ILSVRC2012_val_00016148,imagenet,208.0,Labrador_retriever,imagenet\raw\ILSVRC2012_val_00016148.JPEG,eval,
ILSVRC2012_val_00016157,imagenet,237.0,miniature_pinscher,imagenet\raw\ILSVRC2012_val_00016157.JPEG,eval,
ILSVRC2012_val_00016245,imagenet,153.0,Maltese_dog,imagenet\raw\ILSVRC2012_val_00016245.JPEG,eval,
ILSVRC2012_val_00016254,imagenet,278.0,kit_fox,imagenet\raw\ILSVRC2012_val_00016254.JPEG,eval,
ILSVRC2012_val_00016277,imagenet,358.0,polecat,imagenet\raw\ILSVRC2012_val_00016277.JPEG,eval,
ILSVRC2012_val_00016552,imagenet,203.0,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00016552.JPEG,eval,
ILSVRC2012_val_00016631,imagenet,97.0,drake,imagenet\raw\ILSVRC2012_val_00016631.JPEG,eval,
ILSVRC2012_val_00016684,imagenet,131.0,little_blue_heron,imagenet\raw\ILSVRC2012_val_00016684.JPEG,eval,
ILSVRC2012_val_00016929,imagenet,139.0,ruddy_turnstone,imagenet\raw\ILSVRC2012_val_00016929.JPEG,eval,
ILSVRC2012_val_00016973,imagenet,187.0,Yorkshire_terrier,imagenet\raw\ILSVRC2012_val_00016973.JPEG,eval,
ILSVRC2012_val_00017104,imagenet,219.0,cocker_spaniel,imagenet\raw\ILSVRC2012_val_00017104.JPEG,eval,
ILSVRC2012_val_00017222,imagenet,37.0,box_turtle,imagenet\raw\ILSVRC2012_val_00017222.JPEG,eval,
ILSVRC2012_val_00017313,imagenet,273.0,dingo,imagenet\raw\ILSVRC2012_val_00017313.JPEG,eval,
ILSVRC2012_val_00017495,imagenet,256.0,Newfoundland,imagenet\raw\ILSVRC2012_val_00017495.JPEG,eval,
ILSVRC2012_val_00017759,imagenet,80.0,black_grouse,imagenet\raw\ILSVRC2012_val_00017759.JPEG,eval,
ILSVRC2012_val_00017964,imagenet,187.0,Yorkshire_terrier,imagenet\raw\ILSVRC2012_val_00017964.JPEG,eval,
ILSVRC2012_val_00018131,imagenet,375.0,colobus,imagenet\raw\ILSVRC2012_val_00018131.JPEG,eval,
ILSVRC2012_val_00018145,imagenet,16.0,bulbul,imagenet\raw\ILSVRC2012_val_00018145.JPEG,eval,
ILSVRC2012_val_00018183,imagenet,18.0,magpie,imagenet\raw\ILSVRC2012_val_00018183.JPEG,eval,
ILSVRC2012_val_00018480,imagenet,162.0,beagle,imagenet\raw\ILSVRC2012_val_00018480.JPEG,eval,
ILSVRC2012_val_00018890,imagenet,185.0,Norfolk_terrier,imagenet\raw\ILSVRC2012_val_00018890.JPEG,eval,
ILSVRC2012_val_00018991,imagenet,127.0,white_stork,imagenet\raw\ILSVRC2012_val_00018991.JPEG,eval,
ILSVRC2012_val_00019024,imagenet,95.0,jacamar,imagenet\raw\ILSVRC2012_val_00019024.JPEG,eval,
ILSVRC2012_val_00019041,imagenet,183.0,Kerry_blue_terrier,imagenet\raw\ILSVRC2012_val_00019041.JPEG,eval,
ILSVRC2012_val_00019153,imagenet,239.0,Bernese_mountain_dog,imagenet\raw\ILSVRC2012_val_00019153.JPEG,eval,
ILSVRC2012_val_00019744,imagenet,11.0,goldfinch,imagenet\raw\ILSVRC2012_val_00019744.JPEG,eval,
ILSVRC2012_val_00019821,imagenet,214.0,Gordon_setter,imagenet\raw\ILSVRC2012_val_00019821.JPEG,eval,
ILSVRC2012_val_00020132,imagenet,222.0,kuvasz,imagenet\raw\ILSVRC2012_val_00020132.JPEG,eval,
ILSVRC2012_val_00020173,imagenet,212.0,English_setter,imagenet\raw\ILSVRC2012_val_00020173.JPEG,eval,
ILSVRC2012_val_00020225,imagenet,277.0,red_fox,imagenet\raw\ILSVRC2012_val_00020225.JPEG,eval,
ILSVRC2012_val_00020375,imagenet,170.0,Irish_wolfhound,imagenet\raw\ILSVRC2012_val_00020375.JPEG,eval,
ILSVRC2012_val_00020460,imagenet,161.0,basset,imagenet\raw\ILSVRC2012_val_00020460.JPEG,eval,
ILSVRC2012_val_00020610,imagenet,15.0,robin,imagenet\raw\ILSVRC2012_val_00020610.JPEG,eval,
ILSVRC2012_val_00020786,imagenet,249.0,malamute,imagenet\raw\ILSVRC2012_val_00020786.JPEG,eval,
ILSVRC2012_val_00020916,imagenet,30.0,bullfrog,imagenet\raw\ILSVRC2012_val_00020916.JPEG,eval,
ILSVRC2012_val_00021281,imagenet,94.0,hummingbird,imagenet\raw\ILSVRC2012_val_00021281.JPEG,eval,
ILSVRC2012_val_00021340,imagenet,434.0,bath_towel,imagenet\raw\ILSVRC2012_val_00021340.JPEG,eval,
ILSVRC2012_val_00021365,imagenet,159.0,Rhodesian_ridgeback,imagenet\raw\ILSVRC2012_val_00021365.JPEG,eval,
ILSVRC2012_val_00021599,imagenet,197.0,giant_schnauzer,imagenet\raw\ILSVRC2012_val_00021599.JPEG,eval,
ILSVRC2012_val_00021624,imagenet,346.0,water_buffalo,imagenet\raw\ILSVRC2012_val_00021624.JPEG,eval,
ILSVRC2012_val_00021744,imagenet,248.0,Eskimo_dog,imagenet\raw\ILSVRC2012_val_00021744.JPEG,eval,
ILSVRC2012_val_00022142,imagenet,235.0,German_shepherd,imagenet\raw\ILSVRC2012_val_00022142.JPEG,eval,
ILSVRC2012_val_00022283,imagenet,280.0,grey_fox,imagenet\raw\ILSVRC2012_val_00022283.JPEG,eval,
ILSVRC2012_val_00022367,imagenet,210.0,German_short-haired_pointer,imagenet\raw\ILSVRC2012_val_00022367.JPEG,eval,
ILSVRC2012_val_00022503,imagenet,437.0,beacon,imagenet\raw\ILSVRC2012_val_00022503.JPEG,eval,
ILSVRC2012_val_00022505,imagenet,17.0,jay,imagenet\raw\ILSVRC2012_val_00022505.JPEG,eval,
ILSVRC2012_val_00022725,imagenet,260.0,chow,imagenet\raw\ILSVRC2012_val_00022725.JPEG,eval,
ILSVRC2012_val_00022843,imagenet,233.0,Bouvier_des_Flandres,imagenet\raw\ILSVRC2012_val_00022843.JPEG,eval,
ILSVRC2012_val_00022856,imagenet,198.0,standard_schnauzer,imagenet\raw\ILSVRC2012_val_00022856.JPEG,eval,
ILSVRC2012_val_00023164,imagenet,192.0,cairn,imagenet\raw\ILSVRC2012_val_00023164.JPEG,eval,
ILSVRC2012_val_00023218,imagenet,196.0,miniature_schnauzer,imagenet\raw\ILSVRC2012_val_00023218.JPEG,eval,
ILSVRC2012_val_00023289,imagenet,225.0,malinois,imagenet\raw\ILSVRC2012_val_00023289.JPEG,eval,
ILSVRC2012_val_00023528,imagenet,180.0,American_Staffordshire_terrier,imagenet\raw\ILSVRC2012_val_00023528.JPEG,eval,
ILSVRC2012_val_00023546,imagenet,263.0,Pembroke,imagenet\raw\ILSVRC2012_val_00023546.JPEG,eval,
ILSVRC2012_val_00023634,imagenet,206.0,curly-coated_retriever,imagenet\raw\ILSVRC2012_val_00023634.JPEG,eval,
ILSVRC2012_val_00023695,imagenet,136.0,European_gallinule,imagenet\raw\ILSVRC2012_val_00023695.JPEG,eval,
ILSVRC2012_val_00024012,imagenet,19.0,chickadee,imagenet\raw\ILSVRC2012_val_00024012.JPEG,eval,
ILSVRC2012_val_00024040,imagenet,84.0,peacock,imagenet\raw\ILSVRC2012_val_00024040.JPEG,eval,
ILSVRC2012_val_00024090,imagenet,163.0,bloodhound,imagenet\raw\ILSVRC2012_val_00024090.JPEG,eval,
ILSVRC2012_val_00024178,imagenet,196.0,miniature_schnauzer,imagenet\raw\ILSVRC2012_val_00024178.JPEG,eval,
ILSVRC2012_val_00024185,imagenet,279.0,Arctic_fox,imagenet\raw\ILSVRC2012_val_00024185.JPEG,eval,
ILSVRC2012_val_00024239,imagenet,356.0,weasel,imagenet\raw\ILSVRC2012_val_00024239.JPEG,eval,
ILSVRC2012_val_00024635,imagenet,138.0,bustard,imagenet\raw\ILSVRC2012_val_00024635.JPEG,eval,
ILSVRC2012_val_00024637,imagenet,203.0,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00024637.JPEG,eval,
ILSVRC2012_val_00024740,imagenet,137.0,American_coot,imagenet\raw\ILSVRC2012_val_00024740.JPEG,eval,
ILSVRC2012_val_00024846,imagenet,730.0,plow,imagenet\raw\ILSVRC2012_val_00024846.JPEG,eval,
ILSVRC2012_val_00025151,imagenet,11.0,goldfinch,imagenet\raw\ILSVRC2012_val_00025151.JPEG,eval,
ILSVRC2012_val_00025180,imagenet,243.0,bull_mastiff,imagenet\raw\ILSVRC2012_val_00025180.JPEG,eval,
ILSVRC2012_val_00025539,imagenet,161.0,basset,imagenet\raw\ILSVRC2012_val_00025539.JPEG,eval,
ILSVRC2012_val_00025549,imagenet,216.0,clumber,imagenet\raw\ILSVRC2012_val_00025549.JPEG,eval,
ILSVRC2012_val_00025660,imagenet,221.0,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00025660.JPEG,eval,
ILSVRC2012_val_00025665,imagenet,270.0,white_wolf,imagenet\raw\ILSVRC2012_val_00025665.JPEG,eval,
ILSVRC2012_val_00025928,imagenet,94.0,hummingbird,imagenet\raw\ILSVRC2012_val_00025928.JPEG,eval,
ILSVRC2012_val_00026173,imagenet,355.0,llama,imagenet\raw\ILSVRC2012_val_00026173.JPEG,eval,
ILSVRC2012_val_00026202,imagenet,35.0,mud_turtle,imagenet\raw\ILSVRC2012_val_00026202.JPEG,eval,
ILSVRC2012_val_00026228,imagenet,272.0,coyote,imagenet\raw\ILSVRC2012_val_00026228.JPEG,eval,
ILSVRC2012_val_00026958,imagenet,332.0,Angora,imagenet\raw\ILSVRC2012_val_00026958.JPEG,eval,
ILSVRC2012_val_00026967,imagenet,98.0,red-breasted_merganser,imagenet\raw\ILSVRC2012_val_00026967.JPEG,eval,
ILSVRC2012_val_00027064,imagenet,229.0,Old_English_sheepdog,imagenet\raw\ILSVRC2012_val_00027064.JPEG,eval,
ILSVRC2012_val_00027810,imagenet,176.0,Saluki,imagenet\raw\ILSVRC2012_val_00027810.JPEG,eval,
ILSVRC2012_val_00027996,imagenet,137.0,American_coot,imagenet\raw\ILSVRC2012_val_00027996.JPEG,eval,
ILSVRC2012_val_00028429,imagenet,157.0,papillon,imagenet\raw\ILSVRC2012_val_00028429.JPEG,eval,
ILSVRC2012_val_00028521,imagenet,21.0,kite,imagenet\raw\ILSVRC2012_val_00028521.JPEG,eval,
ILSVRC2012_val_00028600,imagenet,80.0,black_grouse,imagenet\raw\ILSVRC2012_val_00028600.JPEG,eval,
ILSVRC2012_val_00028766,imagenet,199.0,Scotch_terrier,imagenet\raw\ILSVRC2012_val_00028766.JPEG,eval,
ILSVRC2012_val_00028801,imagenet,94.0,hummingbird,imagenet\raw\ILSVRC2012_val_00028801.JPEG,eval,
ILSVRC2012_val_00028892,imagenet,203.0,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00028892.JPEG,eval,
ILSVRC2012_val_00028920,imagenet,133.0,bittern,imagenet\raw\ILSVRC2012_val_00028920.JPEG,eval,
ILSVRC2012_val_00028945,imagenet,203.0,West_Highland_white_terrier,imagenet\raw\ILSVRC2012_val_00028945.JPEG,eval,
ILSVRC2012_val_00029024,imagenet,202.0,soft-coated_wheaten_terrier,imagenet\raw\ILSVRC2012_val_00029024.JPEG,eval,
ILSVRC2012_val_00029223,imagenet,146.0,albatross,imagenet\raw\ILSVRC2012_val_00029223.JPEG,eval,
ILSVRC2012_val_00029262,imagenet,152.0,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00029262.JPEG,eval,
ILSVRC2012_val_00029861,imagenet,160.0,Afghan_hound,imagenet\raw\ILSVRC2012_val_00029861.JPEG,eval,
ILSVRC2012_val_00029875,imagenet,143.0,oystercatcher,imagenet\raw\ILSVRC2012_val_00029875.JPEG,eval,
ILSVRC2012_val_00029970,imagenet,242.0,boxer,imagenet\raw\ILSVRC2012_val_00029970.JPEG,eval,
ILSVRC2012_val_00030035,imagenet,47.0,African_chameleon,imagenet\raw\ILSVRC2012_val_00030035.JPEG,eval,
ILSVRC2012_val_00030049,imagenet,127.0,white_stork,imagenet\raw\ILSVRC2012_val_00030049.JPEG,eval,
ILSVRC2012_val_00030087,imagenet,214.0,Gordon_setter,imagenet\raw\ILSVRC2012_val_00030087.JPEG,eval,
ILSVRC2012_val_00030196,imagenet,213.0,Irish_setter,imagenet\raw\ILSVRC2012_val_00030196.JPEG,eval,
ILSVRC2012_val_00030199,imagenet,191.0,Airedale,imagenet\raw\ILSVRC2012_val_00030199.JPEG,eval,
ILSVRC2012_val_00030200,imagenet,229.0,Old_English_sheepdog,imagenet\raw\ILSVRC2012_val_00030200.JPEG,eval,
ILSVRC2012_val_00030213,imagenet,198.0,standard_schnauzer,imagenet\raw\ILSVRC2012_val_00030213.JPEG,eval,
ILSVRC2012_val_00030377,imagenet,190.0,Sealyham_terrier,imagenet\raw\ILSVRC2012_val_00030377.JPEG,eval,
ILSVRC2012_val_00030527,imagenet,221.0,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00030527.JPEG,eval,
ILSVRC2012_val_00030571,imagenet,139.0,ruddy_turnstone,imagenet\raw\ILSVRC2012_val_00030571.JPEG,eval,
ILSVRC2012_val_00030734,imagenet,89.0,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00030734.JPEG,eval,
ILSVRC2012_val_00031006,imagenet,265.0,toy_poodle,imagenet\raw\ILSVRC2012_val_00031006.JPEG,eval,
ILSVRC2012_val_00031145,imagenet,263.0,Pembroke,imagenet\raw\ILSVRC2012_val_00031145.JPEG,eval,
ILSVRC2012_val_00031395,imagenet,199.0,Scotch_terrier,imagenet\raw\ILSVRC2012_val_00031395.JPEG,eval,
ILSVRC2012_val_00031718,imagenet,235.0,German_shepherd,imagenet\raw\ILSVRC2012_val_00031718.JPEG,eval,
ILSVRC2012_val_00032985,imagenet,94.0,hummingbird,imagenet\raw\ILSVRC2012_val_00032985.JPEG,eval,
ILSVRC2012_val_00032995,imagenet,235.0,German_shepherd,imagenet\raw\ILSVRC2012_val_00032995.JPEG,eval,
ILSVRC2012_val_00033200,imagenet,152.0,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00033200.JPEG,eval,
ILSVRC2012_val_00033235,imagenet,386.0,African_elephant,imagenet\raw\ILSVRC2012_val_00033235.JPEG,eval,
ILSVRC2012_val_00033343,imagenet,975.0,lakeside,imagenet\raw\ILSVRC2012_val_00033343.JPEG,eval,
ILSVRC2012_val_00033437,imagenet,27.0,eft,imagenet\raw\ILSVRC2012_val_00033437.JPEG,eval,
ILSVRC2012_val_00033479,imagenet,89.0,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00033479.JPEG,eval,
ILSVRC2012_val_00033530,imagenet,158.0,toy_terrier,imagenet\raw\ILSVRC2012_val_00033530.JPEG,eval,
ILSVRC2012_val_00033553,imagenet,241.0,EntleBucher,imagenet\raw\ILSVRC2012_val_00033553.JPEG,eval,
ILSVRC2012_val_00033911,imagenet,271.0,red_wolf,imagenet\raw\ILSVRC2012_val_00033911.JPEG,eval,
ILSVRC2012_val_00034040,imagenet,152.0,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00034040.JPEG,eval,
ILSVRC2012_val_00034049,imagenet,192.0,cairn,imagenet\raw\ILSVRC2012_val_00034049.JPEG,eval,
ILSVRC2012_val_00034141,imagenet,647.0,measuring_cup,imagenet\raw\ILSVRC2012_val_00034141.JPEG,eval,
ILSVRC2012_val_00034515,imagenet,81.0,ptarmigan,imagenet\raw\ILSVRC2012_val_00034515.JPEG,eval,
ILSVRC2012_val_00034676,imagenet,281.0,tabby,imagenet\raw\ILSVRC2012_val_00034676.JPEG,eval,
ILSVRC2012_val_00035473,imagenet,192.0,cairn,imagenet\raw\ILSVRC2012_val_00035473.JPEG,eval,
ILSVRC2012_val_00035844,imagenet,194.0,Dandie_Dinmont,imagenet\raw\ILSVRC2012_val_00035844.JPEG,eval,
ILSVRC2012_val_00036284,imagenet,12.0,house_finch,imagenet\raw\ILSVRC2012_val_00036284.JPEG,eval,
ILSVRC2012_val_00036563,imagenet,186.0,Norwich_terrier,imagenet\raw\ILSVRC2012_val_00036563.JPEG,eval,
ILSVRC2012_val_00036664,imagenet,218.0,Welsh_springer_spaniel,imagenet\raw\ILSVRC2012_val_00036664.JPEG,eval,
ILSVRC2012_val_00037075,imagenet,231.0,collie,imagenet\raw\ILSVRC2012_val_00037075.JPEG,eval,
ILSVRC2012_val_00037116,imagenet,10.0,brambling,imagenet\raw\ILSVRC2012_val_00037116.JPEG,eval,
ILSVRC2012_val_00037328,imagenet,19.0,chickadee,imagenet\raw\ILSVRC2012_val_00037328.JPEG,eval,
ILSVRC2012_val_00038443,imagenet,94.0,hummingbird,imagenet\raw\ILSVRC2012_val_00038443.JPEG,eval,
ILSVRC2012_val_00038615,imagenet,128.0,black_stork,imagenet\raw\ILSVRC2012_val_00038615.JPEG,eval,
ILSVRC2012_val_00038697,imagenet,301.0,ladybug,imagenet\raw\ILSVRC2012_val_00038697.JPEG,eval,
ILSVRC2012_val_00038794,imagenet,13.0,junco,imagenet\raw\ILSVRC2012_val_00038794.JPEG,eval,
ILSVRC2012_val_00038814,imagenet,228.0,komondor,imagenet\raw\ILSVRC2012_val_00038814.JPEG,eval,
ILSVRC2012_val_00038926,imagenet,188.0,wire-haired_fox_terrier,imagenet\raw\ILSVRC2012_val_00038926.JPEG,eval,
ILSVRC2012_val_00038981,imagenet,144.0,pelican,imagenet\raw\ILSVRC2012_val_00038981.JPEG,eval,
ILSVRC2012_val_00039247,imagenet,166.0,Walker_hound,imagenet\raw\ILSVRC2012_val_00039247.JPEG,eval,
ILSVRC2012_val_00039743,imagenet,179.0,Staffordshire_bullterrier,imagenet\raw\ILSVRC2012_val_00039743.JPEG,eval,
ILSVRC2012_val_00039761,imagenet,231.0,collie,imagenet\raw\ILSVRC2012_val_00039761.JPEG,eval,
ILSVRC2012_val_00040286,imagenet,224.0,groenendael,imagenet\raw\ILSVRC2012_val_00040286.JPEG,eval,
ILSVRC2012_val_00040524,imagenet,86.0,partridge,imagenet\raw\ILSVRC2012_val_00040524.JPEG,eval,
ILSVRC2012_val_00040618,imagenet,226.0,briard,imagenet\raw\ILSVRC2012_val_00040618.JPEG,eval,
ILSVRC2012_val_00040903,imagenet,20.0,water_ouzel,imagenet\raw\ILSVRC2012_val_00040903.JPEG,eval,
ILSVRC2012_val_00040937,imagenet,211.0,vizsla,imagenet\raw\ILSVRC2012_val_00040937.JPEG,eval,
ILSVRC2012_val_00041152,imagenet,15.0,robin,imagenet\raw\ILSVRC2012_val_00041152.JPEG,eval,
ILSVRC2012_val_00041288,imagenet,81.0,ptarmigan,imagenet\raw\ILSVRC2012_val_00041288.JPEG,eval,
ILSVRC2012_val_00041836,imagenet,11.0,goldfinch,imagenet\raw\ILSVRC2012_val_00041836.JPEG,eval,
ILSVRC2012_val_00043201,imagenet,152.0,Japanese_spaniel,imagenet\raw\ILSVRC2012_val_00043201.JPEG,eval,
ILSVRC2012_val_00043307,imagenet,128.0,black_stork,imagenet\raw\ILSVRC2012_val_00043307.JPEG,eval,
ILSVRC2012_val_00043388,imagenet,168.0,redbone,imagenet\raw\ILSVRC2012_val_00043388.JPEG,eval,
ILSVRC2012_val_00043520,imagenet,803.0,snowplow,imagenet\raw\ILSVRC2012_val_00043520.JPEG,eval,
ILSVRC2012_val_00043534,imagenet,236.0,Doberman,imagenet\raw\ILSVRC2012_val_00043534.JPEG,eval,
ILSVRC2012_val_00043538,imagenet,228.0,komondor,imagenet\raw\ILSVRC2012_val_00043538.JPEG,eval,
ILSVRC2012_val_00043633,imagenet,85.0,quail,imagenet\raw\ILSVRC2012_val_00043633.JPEG,eval,
ILSVRC2012_val_00043727,imagenet,222.0,kuvasz,imagenet\raw\ILSVRC2012_val_00043727.JPEG,eval,
ILSVRC2012_val_00043779,imagenet,22.0,bald_eagle,imagenet\raw\ILSVRC2012_val_00043779.JPEG,eval,
ILSVRC2012_val_00043823,imagenet,83.0,prairie_chicken,imagenet\raw\ILSVRC2012_val_00043823.JPEG,eval,
ILSVRC2012_val_00044238,imagenet,98.0,red-breasted_merganser,imagenet\raw\ILSVRC2012_val_00044238.JPEG,eval,
ILSVRC2012_val_00044387,imagenet,221.0,Irish_water_spaniel,imagenet\raw\ILSVRC2012_val_00044387.JPEG,eval,
ILSVRC2012_val_00044453,imagenet,201.0,silky_terrier,imagenet\raw\ILSVRC2012_val_00044453.JPEG,eval,
ILSVRC2012_val_00044507,imagenet,18.0,magpie,imagenet\raw\ILSVRC2012_val_00044507.JPEG,eval,
ILSVRC2012_val_00044513,imagenet,166.0,Walker_hound,imagenet\raw\ILSVRC2012_val_00044513.JPEG,eval,
ILSVRC2012_val_00044646,imagenet,334.0,porcupine,imagenet\raw\ILSVRC2012_val_00044646.JPEG,eval,
ILSVRC2012_val_00045151,imagenet,208.0,Labrador_retriever,imagenet\raw\ILSVRC2012_val_00045151.JPEG,eval,
ILSVRC2012_val_00045743,imagenet,80.0,black_grouse,imagenet\raw\ILSVRC2012_val_00045743.JPEG,eval,
ILSVRC2012_val_00045961,imagenet,270.0,white_wolf,imagenet\raw\ILSVRC2012_val_00045961.JPEG,eval,
ILSVRC2012_val_00046420,imagenet,169.0,borzoi,imagenet\raw\ILSVRC2012_val_00046420.JPEG,eval,
ILSVRC2012_val_00046462,imagenet,143.0,oystercatcher,imagenet\raw\ILSVRC2012_val_00046462.JPEG,eval,
ILSVRC2012_val_00046768,imagenet,249.0,malamute,imagenet\raw\ILSVRC2012_val_00046768.JPEG,eval,
ILSVRC2012_val_00047153,imagenet,133.0,bittern,imagenet\raw\ILSVRC2012_val_00047153.JPEG,eval,
ILSVRC2012_val_00047333,imagenet,13.0,junco,imagenet\raw\ILSVRC2012_val_00047333.JPEG,eval,
ILSVRC2012_val_00047509,imagenet,135.0,limpkin,imagenet\raw\ILSVRC2012_val_00047509.JPEG,eval,
ILSVRC2012_val_00048436,imagenet,262.0,Brabancon_griffon,imagenet\raw\ILSVRC2012_val_00048436.JPEG,eval,
ILSVRC2012_val_00048575,imagenet,138.0,bustard,imagenet\raw\ILSVRC2012_val_00048575.JPEG,eval,
