image_id,class_id,class_name,bbox_x1y1x2y2,image_path
008093,6,car,"[1, 284, 84, 375]",voc\raw\008093.jpg
008121,19,tvmonitor,"[77, 18, 243, 255]",voc\raw\008121.jpg
008144,8,chair,"[102, 238, 317, 450]",voc\raw\008144.jpg
008168,2,bird,"[34, 124, 242, 243]",voc\raw\008168.jpg
008173,18,train,"[112, 150, 500, 237]",voc\raw\008173.jpg
008191,12,horse,"[204, 167, 280, 227]",voc\raw\008191.jpg
008211,14,person,"[78, 182, 282, 500]",voc\raw\008211.jpg
008222,11,dog,"[49, 98, 276, 422]",voc\raw\008222.jpg
008226,2,bird,"[82, 1, 214, 165]",voc\raw\008226.jpg
008235,18,train,"[48, 127, 337, 284]",voc\raw\008235.jpg
008299,9,cow,"[113, 89, 304, 401]",voc\raw\008299.jpg
008326,0,aeroplane,"[19, 102, 479, 231]",voc\raw\008326.jpg
008329,6,car,"[54, 141, 369, 233]",voc\raw\008329.jpg
008403,7,cat,"[229, 17, 499, 385]",voc\raw\008403.jpg
008425,11,dog,"[322, 258, 496, 341]",voc\raw\008425.jpg
008438,2,bird,"[215, 137, 377, 287]",voc\raw\008438.jpg
008442,7,cat,"[231, 70, 387, 221]",voc\raw\008442.jpg
008443,2,bird,"[206, 98, 393, 310]",voc\raw\008443.jpg
008454,3,boat,"[2, 249, 375, 500]",voc\raw\008454.jpg
008483,6,car,"[202, 137, 348, 186]",voc\raw\008483.jpg
008492,18,train,"[153, 69, 496, 243]",voc\raw\008492.jpg
008494,5,bus,"[210, 143, 296, 230]",voc\raw\008494.jpg
008512,11,dog,"[209, 106, 318, 207]",voc\raw\008512.jpg
008519,2,bird,"[125, 41, 479, 282]",voc\raw\008519.jpg
008556,8,chair,"[284, 100, 500, 333]",voc\raw\008556.jpg
008606,11,dog,"[114, 75, 348, 360]",voc\raw\008606.jpg
008635,2,bird,"[154, 70, 479, 251]",voc\raw\008635.jpg
008647,14,person,"[1, 2, 465, 375]",voc\raw\008647.jpg
008653,12,horse,"[137, 27, 312, 454]",voc\raw\008653.jpg
008654,2,bird,"[40, 116, 259, 257]",voc\raw\008654.jpg
008690,14,person,"[147, 14, 337, 267]",voc\raw\008690.jpg
008716,6,car,"[196, 93, 361, 207]",voc\raw\008716.jpg
008720,7,cat,"[93, 235, 250, 386]",voc\raw\008720.jpg
008727,6,car,"[3, 249, 375, 500]",voc\raw\008727.jpg
008756,7,cat,"[210, 121, 289, 174]",voc\raw\008756.jpg
008776,2,bird,"[160, 38, 296, 314]",voc\raw\008776.jpg
008796,2,bird,"[189, 155, 289, 203]",voc\raw\008796.jpg
008809,7,cat,"[38, 40, 443, 221]",voc\raw\008809.jpg
008823,17,sofa,"[58, 114, 500, 290]",voc\raw\008823.jpg
008826,6,car,"[346, 188, 500, 336]",voc\raw\008826.jpg
008847,0,aeroplane,"[115, 45, 292, 270]",voc\raw\008847.jpg
008858,2,bird,"[209, 60, 378, 302]",voc\raw\008858.jpg
008872,14,person,"[130, 126, 244, 270]",voc\raw\008872.jpg
008878,18,train,"[173, 138, 383, 196]",voc\raw\008878.jpg
008890,11,dog,"[110, 154, 358, 249]",voc\raw\008890.jpg
008919,12,horse,"[87, 79, 249, 205]",voc\raw\008919.jpg
008923,6,car,"[15, 31, 366, 176]",voc\raw\008923.jpg
008926,2,bird,"[231, 98, 370, 313]",voc\raw\008926.jpg
008927,9,cow,"[203, 238, 266, 317]",voc\raw\008927.jpg
008939,6,car,"[409, 233, 500, 312]",voc\raw\008939.jpg
008955,19,tvmonitor,"[61, 160, 307, 362]",voc\raw\008955.jpg
008978,6,car,"[212, 146, 491, 358]",voc\raw\008978.jpg
008988,18,train,"[2, 95, 375, 329]",voc\raw\008988.jpg
008995,1,bicycle,"[31, 381, 121, 439]",voc\raw\008995.jpg
009029,6,car,"[49, 46, 280, 147]",voc\raw\009029.jpg
009037,5,bus,"[325, 166, 500, 257]",voc\raw\009037.jpg
009042,11,dog,"[116, 92, 406, 194]",voc\raw\009042.jpg
009059,5,bus,"[97, 85, 314, 187]",voc\raw\009059.jpg
009112,11,dog,"[35, 57, 361, 298]",voc\raw\009112.jpg
009162,8,chair,"[220, 64, 461, 331]",voc\raw\009162.jpg
009168,11,dog,"[151, 64, 387, 333]",voc\raw\009168.jpg
009185,11,dog,"[140, 64, 433, 322]",voc\raw\009185.jpg
009195,11,dog,"[101, 51, 257, 419]",voc\raw\009195.jpg
009246,2,bird,"[97, 36, 354, 206]",voc\raw\009246.jpg
009268,11,dog,"[127, 123, 369, 377]",voc\raw\009268.jpg
009269,6,car,"[100, 167, 404, 327]",voc\raw\009269.jpg
009272,0,aeroplane,"[14, 69, 487, 219]",voc\raw\009272.jpg
009296,14,person,"[125, 155, 206, 375]",voc\raw\009296.jpg
009325,19,tvmonitor,"[118, 1, 262, 149]",voc\raw\009325.jpg
009326,6,car,"[101, 109, 314, 211]",voc\raw\009326.jpg
009348,0,aeroplane,"[145, 90, 363, 209]",voc\raw\009348.jpg
009350,6,car,"[8, 289, 336, 475]",voc\raw\009350.jpg
009429,9,cow,"[205, 197, 316, 240]",voc\raw\009429.jpg
009445,19,tvmonitor,"[89, 57, 203, 143]",voc\raw\009445.jpg
009446,19,tvmonitor,"[15, 47, 252, 298]",voc\raw\009446.jpg
009466,8,chair,"[157, 220, 398, 436]",voc\raw\009466.jpg
009472,0,aeroplane,"[160, 78, 496, 220]",voc\raw\009472.jpg
009476,0,aeroplane,"[47, 114, 479, 278]",voc\raw\009476.jpg
009488,2,bird,"[124, 89, 334, 404]",voc\raw\009488.jpg
009508,18,train,"[175, 318, 228, 385]",voc\raw\009508.jpg
009523,0,aeroplane,"[125, 150, 231, 252]",voc\raw\009523.jpg
009524,14,person,"[316, 84, 376, 193]",voc\raw\009524.jpg
009551,14,person,"[214, 126, 426, 359]",voc\raw\009551.jpg
009566,2,bird,"[146, 150, 304, 232]",voc\raw\009566.jpg
009571,0,aeroplane,"[88, 243, 249, 302]",voc\raw\009571.jpg
009588,18,train,"[1, 144, 401, 228]",voc\raw\009588.jpg
009619,11,dog,"[210, 137, 306, 251]",voc\raw\009619.jpg
009623,6,car,"[149, 52, 454, 232]",voc\raw\009623.jpg
009681,0,aeroplane,"[6, 94, 442, 262]",voc\raw\009681.jpg
009685,5,bus,"[53, 147, 488, 357]",voc\raw\009685.jpg
009700,16,sheep,"[140, 88, 387, 242]",voc\raw\009700.jpg
009707,7,cat,"[79, 130, 274, 249]",voc\raw\009707.jpg
009729,6,car,"[104, 61, 373, 259]",voc\raw\009729.jpg
009735,8,chair,"[54, 365, 100, 429]",voc\raw\009735.jpg
009738,14,person,"[187, 255, 311, 474]",voc\raw\009738.jpg
009743,7,cat,"[150, 165, 342, 220]",voc\raw\009743.jpg
009754,14,person,"[178, 124, 421, 328]",voc\raw\009754.jpg
009785,6,car,"[75, 63, 394, 320]",voc\raw\009785.jpg
009805,7,cat,"[97, 133, 392, 276]",voc\raw\009805.jpg
009807,12,horse,"[191, 61, 474, 332]",voc\raw\009807.jpg
009825,8,chair,"[90, 280, 144, 359]",voc\raw\009825.jpg
009834,6,car,"[88, 75, 449, 280]",voc\raw\009834.jpg
009852,7,cat,"[153, 121, 482, 375]",voc\raw\009852.jpg
009868,14,person,"[73, 139, 234, 415]",voc\raw\009868.jpg
009896,7,cat,"[139, 134, 372, 323]",voc\raw\009896.jpg
009913,6,car,"[40, 82, 447, 261]",voc\raw\009913.jpg
